-9.9891e-05,-9.6321e-05,-9.3329e-05,-9.1623e-05,-9.1469e-05,-9.2043e-05,-9.4173e-05,-9.3921e-05,-9.541e-05,0.027741,0.027838,0.027967,0.028499,0.02919,-0.27026,0.030083,0.030151,0.028899,0.028461,0.028971,-0.0001,-0.0001,-0.0001,-9.7454e-05
-9.9469e-05,-9.5914e-05,-9.2935e-05,-9.1236e-05,-9.1083e-05,-9.1654e-05,-9.3775e-05,-9.3524e-05,-9.5007e-05,-9.6648e-05,0.028094,0.028229,0.028762,0.029449,0.029955,-0.26797,0.030405,0.029183,0.028733,0.029184,0.029909,-0.0001,-0.0001,-9.7043e-05
-9.7399e-05,-9.3918e-05,-9.1e-05,-8.9336e-05,-8.9187e-05,-8.9746e-05,-9.1823e-05,-9.1577e-05,-9.3029e-05,-9.4636e-05,-9.571e-05,0.027697,0.028222,0.028894,0.029399,0.029772,-0.26268,0.028745,0.028303,0.028676,0.029302,0.030296,-0.0001,-9.5023e-05
-8.486e-05,-8.1828e-05,-7.9285e-05,-7.7836e-05,-7.7706e-05,-7.8193e-05,-8.0003e-05,-7.9788e-05,-8.1053e-05,-8.2453e-05,-8.3389e-05,-8.4083e-05,0.023515,0.02408,0.02455,0.024897,0.025045,-0.24657,0.02429,0.024749,0.025421,0.026387,0.027558,-8.279e-05
-8.2221e-05,-7.9283e-05,-7.682e-05,-7.5415e-05,-7.5289e-05,-7.5761e-05,-7.7515e-05,-7.7307e-05,-7.8533e-05,-7.9889e-05,-8.0796e-05,-8.1468e-05,-8.1539e-05,0.02296,0.023427,0.023751,0.023893,0.023535,-0.23642,0.023511,0.023918,0.024561,0.025323,0.026354
-8.3257e-05,-8.0282e-05,-7.7788e-05,-7.6366e-05,-7.6238e-05,-7.6716e-05,-7.8492e-05,-7.8281e-05,-7.9523e-05,-8.0896e-05,-8.1814e-05,-8.2495e-05,-8.2566e-05,-8.2322e-05,0.024147,0.024428,0.024512,0.024282,0.023807,-0.21872,0.0229,0.022603,0.022246,0.022108
-8.5092e-05,-8.2051e-05,-7.9502e-05,-7.8048e-05,-7.7918e-05,-7.8406e-05,-8.0221e-05,-8.0006e-05,-8.1275e-05,-8.2678e-05,-8.3616e-05,-8.4312e-05,-8.4386e-05,-8.4136e-05,-8.5185e-05,0.025586,0.0256,0.025491,0.024753,0.023404,-0.2007,0.020636,0.018966,0.017449
-8.8321e-05,-8.5165e-05,-8.2519e-05,-8.1011e-05,-8.0875e-05,-8.1382e-05,-8.3266e-05,-8.3042e-05,-8.4359e-05,-8.5816e-05,-8.679e-05,-8.7512e-05,-8.7588e-05,-8.7329e-05,-8.8419e-05,-8.8794e-05,0.027472,0.027464,0.026383,0.023978,0.02142,-0.18221,0.015356,0.012104
-9.4721e-05,-9.1336e-05,-8.8499e-05,-8.6881e-05,-8.6736e-05,-8.7279e-05,-8.93e-05,-8.906e-05,-9.0472e-05,-9.2035e-05,-9.3079e-05,-9.3854e-05,-9.3935e-05,-9.3657e-05,-9.4826e-05,-9.5228e-05,-9.7253e-05,0.030761,0.029173,0.025309,0.021112,0.016469,-0.16283,0.0051295
-9.9998e-05,-9.8836e-05,-9.5766e-05,-9.4015e-05,-9.3858e-05,-9.4446e-05,-9.6632e-05,-9.6373e-05,-9.7902e-05,-9.9592e-05,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,0.032854,0.027217,0.021019,0.014048,0.0055508,-0.14338
