-0.14105,0.0038559,0.011014,0.016849,0.022033,0.026822,-9.4275e-05,-9.4022e-05,-9.5513e-05,-9.7162e-05,-9.8265e-05,-9.9083e-05,-9.9168e-05,-9.8875e-05,-0.0001,-0.0001,-0.0001,-9.9999e-05,-9.9999e-05,-9.9999e-05,-9.9999e-05,-9.9999e-05,-9.9999e-05,-9.7558e-05
0.0039988,-0.16074,0.013254,0.017987,0.022193,0.026083,0.027268,-9.7508e-05,-9.9054e-05,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-9.9999e-05
0.011789,0.013679,-0.18549,0.021367,0.024451,0.027313,0.028029,0.028727,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-9.9999e-05
0.018369,0.01891,0.021765,-0.20846,0.026243,0.028208,0.028522,0.028978,0.029587,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-9.9999e-05
0.024061,0.02337,0.024948,0.026287,-0.22957,0.028602,0.028559,0.028787,0.029158,0.029635,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001
0.029109,0.027295,0.027695,0.028079,0.028424,-0.24935,0.02842,0.028438,0.028594,0.028889,0.029162,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001
-0.0001,0.027891,0.027777,0.02775,0.027739,0.027777,-0.25496,0.027233,0.027306,0.02753,0.027753,0.027962,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001
-0.0001,-0.0001,0.028546,0.028269,0.028035,0.02787,0.027306,-0.2613,0.027195,0.02737,0.02756,0.027749,0.02835,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001
-0.0001,-0.0001,-9.782e-05,0.028413,0.027954,0.027585,0.026952,0.026771,-0.26497,0.026862,0.02702,0.027189,0.02777,0.028504,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001
-0.0001,-9.9242e-05,-9.6159e-05,-9.4401e-05,0.027928,0.027396,0.026712,0.026486,0.026406,-0.26738,0.026633,0.026785,0.027347,0.028065,0.028582,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001
-0.0001,-9.8129e-05,-9.508e-05,-9.3342e-05,-9.3186e-05,0.027345,0.026626,0.02637,0.026263,0.026334,-0.26906,0.026591,0.027141,0.027848,0.02836,0.028742,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-9.9283e-05
-0.0001,-9.7319e-05,-9.4295e-05,-9.2572e-05,-9.2416e-05,-9.2996e-05,0.026605,0.026332,0.026209,0.026266,0.026372,-0.26983,0.027049,0.027748,0.028257,0.028642,0.0287,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-9.8463e-05
-0.0001,-9.7234e-05,-9.4214e-05,-9.2491e-05,-9.2336e-05,-9.2915e-05,-9.5066e-05,0.026879,0.026746,0.026794,0.026893,0.027025,-0.2709,0.028262,0.02877,0.029157,0.029219,0.027942,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-9.8378e-05
-0.0001,-9.7523e-05,-9.4493e-05,-9.2766e-05,-9.2611e-05,-9.3191e-05,-9.5348e-05,-9.5092e-05,0.027535,0.027579,0.027676,0.027806,0.028346,-0.27179,0.029554,0.029943,0.030003,0.028699,0.028243,-0.0001,-0.0001,-0.0001,-0.0001,-9.867e-05
